Date,deviceID,target,Change_Pts_per_day
2069,2022-05-04,nm-mngd-20210518-f2242dfd,Seattle,1
2070,2022-05-04,nm-mngd-20210924-77f105f0,Atlanta,57
2071,2022-05-04,nm-mngd-20210924-77f105f0,Chicago,57
2072,2022-05-04,nm-mngd-20210924-77f105f0,Seattle,55
2073,2022-05-04,nm-mngd-20210927-1aaa32b5,Atlanta,3
2074,2022-05-04,nm-mngd-20210927-1aaa32b5,Chicago,6
2075,2022-05-04,nm-mngd-20210927-1aaa32b5,Seattle,2
2076,2022-05-04,nm-mngd-20210927-4a1de38c,Atlanta,1
2077,2022-05-04,nm-mngd-20210927-4a1de38c,Chicago,2
2078,2022-05-04,nm-mngd-20210927-4a1de38c,Seattle,1
2079,2022-05-04,nm-mngd-20210927-9044c591,Atlanta,4
2080,2022-05-04,nm-mngd-20210927-9044c591,Chicago,10
2081,2022-05-04,nm-mngd-20210927-9044c591,Seattle,3
2082,2022-05-05,nm-mngd-20210518-f2242dfd,Atlanta,1
2083,2022-05-05,nm-mngd-20210518-f2242dfd,Chicago,4
2084,2022-05-05,nm-mngd-20210518-f2242dfd,Seattle,19
2085,2022-05-05,nm-mngd-20210924-77f105f0,Atlanta,20
2086,2022-05-05,nm-mngd-20210924-77f105f0,Chicago,18
2087,2022-05-05,nm-mngd-20210924-77f105f0,Seattle,20
2088,2022-05-05,nm-mngd-20210927-1aaa32b5,Atlanta,1
2089,2022-05-05,nm-mngd-20210927-1aaa32b5,Chicago,7
2090,2022-05-05,nm-mngd-20210927-1aaa32b5,Seattle,21
2091,2022-05-05,nm-mngd-20210927-4a1de38c,Atlanta,1
2092,2022-05-05,nm-mngd-20210927-4a1de38c,Chicago,10
2093,2022-05-05,nm-mngd-20210927-4a1de38c,Seattle,16
2094,2022-05-05,nm-mngd-20210927-9044c591,Atlanta,1
2095,2022-05-05,nm-mngd-20210927-9044c591,Chicago,3
2096,2022-05-05,nm-mngd-20210927-9044c591,Seattle,24
2097,2022-05-06,nm-mngd-20210518-f2242dfd,Atlanta,2
2098,2022-05-06,nm-mngd-20210518-f2242dfd,Chicago,12
2099,2022-05-06,nm-mngd-20210518-f2242dfd,Seattle,2
2100,2022-05-06,nm-mngd-20210927-1aaa32b5,Atlanta,2
2101,2022-05-06,nm-mngd-20210927-1aaa32b5,Chicago,6
2102,2022-05-06,nm-mngd-20210927-1aaa32b5,Seattle,2
2103,2022-05-06,nm-mngd-20210927-4a1de38c,Atlanta,1
2104,2022-05-06,nm-mngd-20210927-4a1de38c,Chicago,6
2105,2022-05-06,nm-mngd-20210927-4a1de38c,Seattle,1
2106,2022-05-06,nm-mngd-20210927-9044c591,Atlanta,1
2107,2022-05-06,nm-mngd-20210927-9044c591,Chicago,11
2108,2022-05-06,nm-mngd-20210927-9044c591,Seattle,2
2109,2022-05-06,nm-mngd-20220506-98c85a91,Atlanta,-1
2110,2022-05-06,nm-mngd-20220506-98c85a91,Chicago,-1
2111,2022-05-06,nm-mngd-20220506-98c85a91,Seattle,-1
2112,2022-05-07,nm-mngd-20210518-f2242dfd,Atlanta,3
2113,2022-05-07,nm-mngd-20210518-f2242dfd,Chicago,8
2114,2022-05-07,nm-mngd-20210518-f2242dfd,Seattle,2
2115,2022-05-07,nm-mngd-20210927-1aaa32b5,Atlanta,11
2116,2022-05-07,nm-mngd-20210927-1aaa32b5,Chicago,12
2117,2022-05-07,nm-mngd-20210927-1aaa32b5,Seattle,10
2118,2022-05-07,nm-mngd-20210927-4a1de38c,Atlanta,1
2119,2022-05-07,nm-mngd-20210927-4a1de38c,Chicago,4
2120,2022-05-07,nm-mngd-20210927-4a1de38c,Seattle,1
2121,2022-05-07,nm-mngd-20210927-9044c591,Atlanta,1
2122,2022-05-07,nm-mngd-20210927-9044c591,Chicago,5
2123,2022-05-07,nm-mngd-20210927-9044c591,Seattle,1
2124,2022-05-08,nm-mngd-20210518-f2242dfd,Atlanta,1
2125,2022-05-08,nm-mngd-20210518-f2242dfd,Chicago,5
2126,2022-05-08,nm-mngd-20210518-f2242dfd,Seattle,1
2127,2022-05-08,nm-mngd-20210927-1aaa32b5,Atlanta,6
2128,2022-05-08,nm-mngd-20210927-1aaa32b5,Chicago,11
2129,2022-05-08,nm-mngd-20210927-1aaa32b5,Seattle,2
2130,2022-05-08,nm-mngd-20210927-4a1de38c,Atlanta,1
2131,2022-05-08,nm-mngd-20210927-4a1de38c,Chicago,8
2132,2022-05-08,nm-mngd-20210927-4a1de38c,Seattle,1
2133,2022-05-08,nm-mngd-20210927-9044c591,Atlanta,1
2134,2022-05-08,nm-mngd-20210927-9044c591,Chicago,12
2135,2022-05-08,nm-mngd-20210927-9044c591,Seattle,1
2136,2022-05-09,nm-mngd-20210518-f2242dfd,Atlanta,2
2137,2022-05-09,nm-mngd-20210518-f2242dfd,Chicago,6
2138,2022-05-09,nm-mngd-20210518-f2242dfd,Seattle,1
2139,2022-05-09,nm-mngd-20210927-1aaa32b5,Atlanta,4
2140,2022-05-09,nm-mngd-20210927-1aaa32b5,Chicago,10
2141,2022-05-09,nm-mngd-20210927-1aaa32b5,Seattle,3
2142,2022-05-09,nm-mngd-20210927-4a1de38c,Atlanta,1
2143,2022-05-09,nm-mngd-20210927-4a1de38c,Chicago,5
2144,2022-05-09,nm-mngd-20210927-4a1de38c,Seattle,1
2145,2022-05-09,nm-mngd-20210927-9044c591,Atlanta,2
2146,2022-05-09,nm-mngd-20210927-9044c591,Chicago,8
2147,2022-05-09,nm-mngd-20210927-9044c591,Seattle,3
2148,2022-05-10,nm-mngd-20210518-f2242dfd,Atlanta,3
2149,2022-05-10,nm-mngd-20210518-f2242dfd,Chicago,6
2150,2022-05-10,nm-mngd-20210518-f2242dfd,Seattle,24
2151,2022-05-10,nm-mngd-20210927-1aaa32b5,Atlanta,2
2152,2022-05-10,nm-mngd-20210927-1aaa32b5,Chicago,7
2153,2022-05-10,nm-mngd-20210927-1aaa32b5,Seattle,19
2154,2022-05-10,nm-mngd-20210927-4a1de38c,Atlanta,1
2155,2022-05-10,nm-mngd-20210927-4a1de38c,Chicago,9
2156,2022-05-10,nm-mngd-20210927-4a1de38c,Seattle,23
2157,2022-05-10,nm-mngd-20210927-9044c591,Atlanta,4
2158,2022-05-10,nm-mngd-20210927-9044c591,Chicago,15
2159,2022-05-10,nm-mngd-20210927-9044c591,Seattle,12
2160,2022-05-11,nm-mngd-20210518-f2242dfd,Atlanta,2
2161,2022-05-11,nm-mngd-20210518-f2242dfd,Chicago,9
2162,2022-05-11,nm-mngd-20210518-f2242dfd,Seattle,1
2163,2022-05-11,nm-mngd-20210927-1aaa32b5,Atlanta,2
2164,2022-05-11,nm-mngd-20210927-1aaa32b5,Chicago,8
2165,2022-05-11,nm-mngd-20210927-1aaa32b5,Seattle,4
2166,2022-05-11,nm-mngd-20210927-4a1de38c,Atlanta,1
2167,2022-05-11,nm-mngd-20210927-4a1de38c,Chicago,7
2168,2022-05-11,nm-mngd-20210927-4a1de38c,Seattle,1
2169,2022-05-11,nm-mngd-20210927-9044c591,Atlanta,1
2170,2022-05-11,nm-mngd-20210927-9044c591,Chicago,17
2171,2022-05-11,nm-mngd-20210927-9044c591,Seattle,3
2172,2022-05-12,nm-mngd-20210518-f2242dfd,Atlanta,1
2173,2022-05-12,nm-mngd-20210518-f2242dfd,Chicago,5
2174,2022-05-12,nm-mngd-20210518-f2242dfd,Seattle,1
2175,2022-05-12,nm-mngd-20210924-77f105f0,Atlanta,12
2176,2022-05-12,nm-mngd-20210924-77f105f0,Chicago,12
2177,2022-05-12,nm-mngd-20210924-77f105f0,Seattle,13
2178,2022-05-12,nm-mngd-20210927-1aaa32b5,Atlanta,2
2179,2022-05-12,nm-mngd-20210927-1aaa32b5,Chicago,6
2180,2022-05-12,nm-mngd-20210927-1aaa32b5,Seattle,7
2181,2022-05-12,nm-mngd-20210927-4a1de38c,Atlanta,1
2182,2022-05-12,nm-mngd-20210927-4a1de38c,Chicago,3
2183,2022-05-12,nm-mngd-20210927-4a1de38c,Seattle,1
2184,2022-05-12,nm-mngd-20210927-9044c591,Atlanta,5
2185,2022-05-12,nm-mngd-20210927-9044c591,Chicago,7
2186,2022-05-12,nm-mngd-20210927-9044c591,Seattle,3
2187,2022-05-13,nm-mngd-20210518-f2242dfd,Atlanta,3
2188,2022-05-13,nm-mngd-20210518-f2242dfd,Chicago,3
2189,2022-05-13,nm-mngd-20210518-f2242dfd,Seattle,2
2190,2022-05-13,nm-mngd-20210924-77f105f0,Atlanta,48
2191,2022-05-13,nm-mngd-20210924-77f105f0,Chicago,46
2192,2022-05-13,nm-mngd-20210924-77f105f0,Seattle,48
2193,2022-05-13,nm-mngd-20210927-1aaa32b5,Atlanta,3
2194,2022-05-13,nm-mngd-20210927-1aaa32b5,Chicago,10
2195,2022-05-13,nm-mngd-20210927-1aaa32b5,Seattle,2
2196,2022-05-13,nm-mngd-20210927-4a1de38c,Atlanta,1
2197,2022-05-13,nm-mngd-20210927-4a1de38c,Chicago,10
2198,2022-05-13,nm-mngd-20210927-4a1de38c,Seattle,1
2199,2022-05-13,nm-mngd-20210927-9044c591,Atlanta,2
2200,2022-05-13,nm-mngd-20210927-9044c591,Chicago,13
2201,2022-05-13,nm-mngd-20210927-9044c591,Seattle,1
2202,2022-05-13,nm-mngd-20220505-7db0ce31,Atlanta,1
2203,2022-05-13,nm-mngd-20220505-7db0ce31,Chicago,1
2204,2022-05-13,nm-mngd-20220505-7db0ce31,Seattle,1
2205,2022-05-14,nm-mngd-20210518-f2242dfd,Atlanta,1
2206,2022-05-14,nm-mngd-20210518-f2242dfd,Chicago,8
2207,2022-05-14,nm-mngd-20210518-f2242dfd,Seattle,1
2208,2022-05-14,nm-mngd-20210924-77f105f0,Atlanta,46
2209,2022-05-14,nm-mngd-20210924-77f105f0,Chicago,44
2210,2022-05-14,nm-mngd-20210924-77f105f0,Seattle,47
2211,2022-05-14,nm-mngd-20210927-1aaa32b5,Atlanta,4
2212,2022-05-14,nm-mngd-20210927-1aaa32b5,Chicago,12
2213,2022-05-14,nm-mngd-20210927-1aaa32b5,Seattle,2
2214,2022-05-14,nm-mngd-20210927-4a1de38c,Atlanta,1
2215,2022-05-14,nm-mngd-20210927-4a1de38c,Chicago,8
2216,2022-05-14,nm-mngd-20210927-4a1de38c,Seattle,1
2217,2022-05-14,nm-mngd-20210927-9044c591,Atlanta,3
2218,2022-05-14,nm-mngd-20210927-9044c591,Chicago,11
2219,2022-05-14,nm-mngd-20210927-9044c591,Seattle,3
2220,2022-05-14,nm-mngd-20220505-7db0ce31,Atlanta,1
2221,2022-05-14,nm-mngd-20220505-7db0ce31,Chicago,3
2222,2022-05-14,nm-mngd-20220505-7db0ce31,Seattle,1
2223,2022-05-15,nm-mngd-20210518-f2242dfd,Atlanta,2
2224,2022-05-15,nm-mngd-20210518-f2242dfd,Chicago,6
2225,2022-05-15,nm-mngd-20210518-f2242dfd,Seattle,2
2226,2022-05-15,nm-mngd-20210924-77f105f0,Atlanta,41
2227,2022-05-15,nm-mngd-20210924-77f105f0,Chicago,40
2228,2022-05-15,nm-mngd-20210924-77f105f0,Seattle,41
2229,2022-05-15,nm-mngd-20210927-1aaa32b5,Atlanta,2
2230,2022-05-15,nm-mngd-20210927-1aaa32b5,Chicago,10
2231,2022-05-15,nm-mngd-20210927-1aaa32b5,Seattle,3
2232,2022-05-15,nm-mngd-20210927-4a1de38c,Atlanta,1
2233,2022-05-15,nm-mngd-20210927-4a1de38c,Chicago,3
2234,2022-05-15,nm-mngd-20210927-4a1de38c,Seattle,1
2235,2022-05-15,nm-mngd-20210927-9044c591,Atlanta,3
2236,2022-05-15,nm-mngd-20210927-9044c591,Chicago,5
2237,2022-05-15,nm-mngd-20210927-9044c591,Seattle,3
2238,2022-05-15,nm-mngd-20220505-7db0ce31,Atlanta,1
2239,2022-05-15,nm-mngd-20220505-7db0ce31,Chicago,1
2240,2022-05-15,nm-mngd-20220505-7db0ce31,Seattle,1
2241,2022-05-15,nm-mngd-20220506-98c85a91,Atlanta,2
2242,2022-05-15,nm-mngd-20220506-98c85a91,Chicago,3
2243,2022-05-15,nm-mngd-20220506-98c85a91,Seattle,1
2244,2022-05-16,nm-mngd-20210518-f2242dfd,Atlanta,2
2245,2022-05-16,nm-mngd-20210518-f2242dfd,Chicago,7
2246,2022-05-16,nm-mngd-20210518-f2242dfd,Seattle,1
2247,2022-05-16,nm-mngd-20210924-77f105f0,Atlanta,46
2248,2022-05-16,nm-mngd-20210924-77f105f0,Chicago,48
2249,2022-05-16,nm-mngd-20210924-77f105f0,Seattle,46
2250,2022-05-16,nm-mngd-20210927-1aaa32b5,Atlanta,3
2251,2022-05-16,nm-mngd-20210927-1aaa32b5,Chicago,5
2252,2022-05-16,nm-mngd-20210927-1aaa32b5,Seattle,2
2253,2022-05-16,nm-mngd-20210927-4a1de38c,Atlanta,1
2254,2022-05-16,nm-mngd-20210927-4a1de38c,Chicago,1
2255,2022-05-16,nm-mngd-20210927-4a1de38c,Seattle,1
2256,2022-05-16,nm-mngd-20210927-9044c591,Atlanta,3
2257,2022-05-16,nm-mngd-20210927-9044c591,Chicago,15
2258,2022-05-16,nm-mngd-20210927-9044c591,Seattle,6
2259,2022-05-16,nm-mngd-20220505-23cccfed,Atlanta,1
2260,2022-05-16,nm-mngd-20220505-23cccfed,Chicago,1
2261,2022-05-16,nm-mngd-20220505-23cccfed,Seattle,1
2262,2022-05-16,nm-mngd-20220505-7db0ce31,Atlanta,1
2263,2022-05-16,nm-mngd-20220505-7db0ce31,Chicago,5
2264,2022-05-16,nm-mngd-20220505-7db0ce31,Seattle,1
2265,2022-05-16,nm-mngd-20220506-98c85a91,Atlanta,2
2266,2022-05-16,nm-mngd-20220506-98c85a91,Chicago,8
2267,2022-05-16,nm-mngd-20220506-98c85a91,Seattle,3
2268,2022-05-17,nm-mngd-20210518-f2242dfd,Atlanta,3
2269,2022-05-17,nm-mngd-20210518-f2242dfd,Chicago,5
2270,2022-05-17,nm-mngd-20210518-f2242dfd,Seattle,3
2271,2022-05-17,nm-mngd-20210924-77f105f0,Atlanta,49
2272,2022-05-17,nm-mngd-20210924-77f105f0,Chicago,45
2273,2022-05-17,nm-mngd-20210924-77f105f0,Seattle,47
2274,2022-05-17,nm-mngd-20210927-1aaa32b5,Atlanta,2
2275,2022-05-17,nm-mngd-20210927-1aaa32b5,Chicago,7
2276,2022-05-17,nm-mngd-20210927-1aaa32b5,Seattle,2
2277,2022-05-17,nm-mngd-20210927-4a1de38c,Atlanta,1
2278,2022-05-17,nm-mngd-20210927-4a1de38c,Chicago,10
2279,2022-05-17,nm-mngd-20210927-4a1de38c,Seattle,1
2280,2022-05-17,nm-mngd-20210927-9044c591,Atlanta,5
2281,2022-05-17,nm-mngd-20210927-9044c591,Chicago,9
2282,2022-05-17,nm-mngd-20210927-9044c591,Seattle,2
2283,2022-05-17,nm-mngd-20220505-23cccfed,Atlanta,1
2284,2022-05-17,nm-mngd-20220505-23cccfed,Chicago,8
2285,2022-05-17,nm-mngd-20220505-23cccfed,Seattle,1
2286,2022-05-17,nm-mngd-20220505-7db0ce31,Atlanta,1
2287,2022-05-17,nm-mngd-20220505-7db0ce31,Chicago,1
2288,2022-05-17,nm-mngd-20220505-7db0ce31,Seattle,1
2289,2022-05-17,nm-mngd-20220506-98c85a91,Atlanta,2
2290,2022-05-17,nm-mngd-20220506-98c85a91,Chicago,6
2291,2022-05-17,nm-mngd-20220506-98c85a91,Seattle,2
2292,2022-05-18,nm-mngd-20210518-f2242dfd,Atlanta,1
2293,2022-05-18,nm-mngd-20210518-f2242dfd,Chicago,2
2294,2022-05-18,nm-mngd-20210518-f2242dfd,Seattle,2
2295,2022-05-18,nm-mngd-20210924-77f105f0,Atlanta,49
2296,2022-05-18,nm-mngd-20210924-77f105f0,Chicago,49
2297,2022-05-18,nm-mngd-20210924-77f105f0,Seattle,49
2298,2022-05-18,nm-mngd-20210927-1aaa32b5,Atlanta,5
2299,2022-05-18,nm-mngd-20210927-1aaa32b5,Chicago,13
2300,2022-05-18,nm-mngd-20210927-1aaa32b5,Seattle,3
2301,2022-05-18,nm-mngd-20210927-4a1de38c,Atlanta,1
2302,2022-05-18,nm-mngd-20210927-4a1de38c,Chicago,2
2303,2022-05-18,nm-mngd-20210927-4a1de38c,Seattle,1
2304,2022-05-18,nm-mngd-20210927-9044c591,Atlanta,1
2305,2022-05-18,nm-mngd-20210927-9044c591,Chicago,6
2306,2022-05-18,nm-mngd-20210927-9044c591,Seattle,1
2307,2022-05-18,nm-mngd-20220505-23cccfed,Atlanta,1
2308,2022-05-18,nm-mngd-20220505-23cccfed,Chicago,3
2309,2022-05-18,nm-mngd-20220505-23cccfed,Seattle,1
2310,2022-05-18,nm-mngd-20220505-7db0ce31,Atlanta,1
2311,2022-05-18,nm-mngd-20220505-7db0ce31,Chicago,1
2312,2022-05-18,nm-mngd-20220505-7db0ce31,Seattle,1
2313,2022-05-18,nm-mngd-20220506-98c85a91,Atlanta,3
2314,2022-05-18,nm-mngd-20220506-98c85a91,Chicago,4
2315,2022-05-18,nm-mngd-20220506-98c85a91,Seattle,1
2316,2022-05-19,nm-mngd-20210518-f2242dfd,Atlanta,2
2317,2022-05-19,nm-mngd-20210518-f2242dfd,Chicago,10
2318,2022-05-19,nm-mngd-20210518-f2242dfd,Seattle,2
2319,2022-05-19,nm-mngd-20210924-77f105f0,Atlanta,45
2320,2022-05-19,nm-mngd-20210924-77f105f0,Chicago,47
2321,2022-05-19,nm-mngd-20210924-77f105f0,Seattle,45
2322,2022-05-19,nm-mngd-20210927-1aaa32b5,Atlanta,2
2323,2022-05-19,nm-mngd-20210927-1aaa32b5,Chicago,7
2324,2022-05-19,nm-mngd-20210927-1aaa32b5,Seattle,5
2325,2022-05-19,nm-mngd-20210927-4a1de38c,Atlanta,1
2326,2022-05-19,nm-mngd-20210927-4a1de38c,Chicago,5
2327,2022-05-19,nm-mngd-20210927-4a1de38c,Seattle,1
2328,2022-05-19,nm-mngd-20210927-9044c591,Atlanta,1
2329,2022-05-19,nm-mngd-20210927-9044c591,Chicago,11
2330,2022-05-19,nm-mngd-20210927-9044c591,Seattle,3
2331,2022-05-19,nm-mngd-20220505-23cccfed,Atlanta,1
2332,2022-05-19,nm-mngd-20220505-23cccfed,Chicago,3
2333,2022-05-19,nm-mngd-20220505-23cccfed,Seattle,1
2334,2022-05-19,nm-mngd-20220505-7db0ce31,Atlanta,1
2335,2022-05-19,nm-mngd-20220505-7db0ce31,Chicago,5
2336,2022-05-19,nm-mngd-20220505-7db0ce31,Seattle,1
2337,2022-05-19,nm-mngd-20220506-98c85a91,Atlanta,2
2338,2022-05-19,nm-mngd-20220506-98c85a91,Chicago,4
2339,2022-05-19,nm-mngd-20220506-98c85a91,Seattle,3
2340,2022-05-20,nm-mngd-20210518-f2242dfd,Atlanta,5
2341,2022-05-20,nm-mngd-20210518-f2242dfd,Chicago,10
2342,2022-05-20,nm-mngd-20210518-f2242dfd,Seattle,5
2343,2022-05-20,nm-mngd-20210924-77f105f0,Atlanta,47
2344,2022-05-20,nm-mngd-20210924-77f105f0,Chicago,50
2345,2022-05-20,nm-mngd-20210924-77f105f0,Seattle,46
2346,2022-05-20,nm-mngd-20210927-1aaa32b5,Atlanta,2
2347,2022-05-20,nm-mngd-20210927-1aaa32b5,Chicago,7
2348,2022-05-20,nm-mngd-20210927-1aaa32b5,Seattle,3
2349,2022-05-20,nm-mngd-20210927-4a1de38c,Atlanta,1
2350,2022-05-20,nm-mngd-20210927-4a1de38c,Chicago,6
2351,2022-05-20,nm-mngd-20210927-4a1de38c,Seattle,1
2352,2022-05-20,nm-mngd-20210927-9044c591,Atlanta,1
2353,2022-05-20,nm-mngd-20210927-9044c591,Chicago,13
2354,2022-05-20,nm-mngd-20210927-9044c591,Seattle,3
2355,2022-05-20,nm-mngd-20220505-23cccfed,Atlanta,1
2356,2022-05-20,nm-mngd-20220505-23cccfed,Chicago,4
2357,2022-05-20,nm-mngd-20220505-23cccfed,Seattle,1
2358,2022-05-20,nm-mngd-20220505-7db0ce31,Atlanta,1
2359,2022-05-20,nm-mngd-20220505-7db0ce31,Chicago,3
2360,2022-05-20,nm-mngd-20220505-7db0ce31,Seattle,1
2361,2022-05-20,nm-mngd-20220506-98c85a91,Atlanta,1
2362,2022-05-20,nm-mngd-20220506-98c85a91,Chicago,6
2363,2022-05-20,nm-mngd-20220506-98c85a91,Seattle,3
2364,2022-05-21,nm-mngd-20210518-f2242dfd,Atlanta,1
2365,2022-05-21,nm-mngd-20210518-f2242dfd,Chicago,7
2366,2022-05-21,nm-mngd-20210518-f2242dfd,Seattle,1
2367,2022-05-21,nm-mngd-20210924-77f105f0,Atlanta,38
2368,2022-05-21,nm-mngd-20210924-77f105f0,Chicago,40
2369,2022-05-21,nm-mngd-20210924-77f105f0,Seattle,41
2370,2022-05-21,nm-mngd-20210927-1aaa32b5,Atlanta,2
2371,2022-05-21,nm-mngd-20210927-1aaa32b5,Chicago,7
2372,2022-05-21,nm-mngd-20210927-1aaa32b5,Seattle,2
2373,2022-05-21,nm-mngd-20210927-4a1de38c,Atlanta,1
2374,2022-05-21,nm-mngd-20210927-4a1de38c,Chicago,3
2375,2022-05-21,nm-mngd-20210927-4a1de38c,Seattle,1
2376,2022-05-21,nm-mngd-20210927-9044c591,Atlanta,1
2377,2022-05-21,nm-mngd-20210927-9044c591,Chicago,7
2378,2022-05-21,nm-mngd-20210927-9044c591,Seattle,1
2379,2022-05-21,nm-mngd-20220505-23cccfed,Atlanta,1
2380,2022-05-21,nm-mngd-20220505-23cccfed,Chicago,3
2381,2022-05-21,nm-mngd-20220505-23cccfed,Seattle,1
2382,2022-05-21,nm-mngd-20220505-7db0ce31,Atlanta,1
2383,2022-05-21,nm-mngd-20220505-7db0ce31,Chicago,5
2384,2022-05-21,nm-mngd-20220505-7db0ce31,Seattle,1
2385,2022-05-21,nm-mngd-20220506-98c85a91,Atlanta,2
2386,2022-05-21,nm-mngd-20220506-98c85a91,Chicago,3
2387,2022-05-21,nm-mngd-20220506-98c85a91,Seattle,1
2388,2022-05-22,nm-mngd-20210518-f2242dfd,Atlanta,3
2389,2022-05-22,nm-mngd-20210518-f2242dfd,Chicago,8
2390,2022-05-22,nm-mngd-20210518-f2242dfd,Seattle,2
2391,2022-05-22,nm-mngd-20210924-77f105f0,Atlanta,44
2392,2022-05-22,nm-mngd-20210924-77f105f0,Chicago,46
2393,2022-05-22,nm-mngd-20210924-77f105f0,Seattle,47
2394,2022-05-22,nm-mngd-20210927-1aaa32b5,Atlanta,5
2395,2022-05-22,nm-mngd-20210927-1aaa32b5,Chicago,11
2396,2022-05-22,nm-mngd-20210927-1aaa32b5,Seattle,6
2397,2022-05-22,nm-mngd-20210927-4a1de38c,Atlanta,1
2398,2022-05-22,nm-mngd-20210927-4a1de38c,Chicago,4
2399,2022-05-22,nm-mngd-20210927-4a1de38c,Seattle,1
2400,2022-05-22,nm-mngd-20210927-9044c591,Atlanta,1
2401,2022-05-22,nm-mngd-20210927-9044c591,Chicago,8
2402,2022-05-22,nm-mngd-20210927-9044c591,Seattle,1
2403,2022-05-22,nm-mngd-20220505-23cccfed,Atlanta,1
2404,2022-05-22,nm-mngd-20220505-23cccfed,Chicago,1
2405,2022-05-22,nm-mngd-20220505-23cccfed,Seattle,1
2406,2022-05-22,nm-mngd-20220505-7db0ce31,Atlanta,1
2407,2022-05-22,nm-mngd-20220505-7db0ce31,Chicago,3
2408,2022-05-22,nm-mngd-20220505-7db0ce31,Seattle,1
2409,2022-05-22,nm-mngd-20220506-98c85a91,Atlanta,2
2410,2022-05-22,nm-mngd-20220506-98c85a91,Chicago,5
2411,2022-05-22,nm-mngd-20220506-98c85a91,Seattle,2
2412,2022-05-23,nm-mngd-20210518-f2242dfd,Atlanta,2
2413,2022-05-23,nm-mngd-20210518-f2242dfd,Chicago,6
2414,2022-05-23,nm-mngd-20210518-f2242dfd,Seattle,2
2415,2022-05-23,nm-mngd-20210924-77f105f0,Atlanta,43
2416,2022-05-23,nm-mngd-20210924-77f105f0,Chicago,47
2417,2022-05-23,nm-mngd-20210924-77f105f0,Seattle,48
2418,2022-05-23,nm-mngd-20210927-1aaa32b5,Atlanta,3
2419,2022-05-23,nm-mngd-20210927-1aaa32b5,Chicago,6
2420,2022-05-23,nm-mngd-20210927-1aaa32b5,Seattle,5
2421,2022-05-23,nm-mngd-20210927-4a1de38c,Atlanta,1
2422,2022-05-23,nm-mngd-20210927-4a1de38c,Chicago,4
2423,2022-05-23,nm-mngd-20210927-4a1de38c,Seattle,1
2424,2022-05-23,nm-mngd-20210927-9044c591,Atlanta,1
2425,2022-05-23,nm-mngd-20210927-9044c591,Chicago,8
2426,2022-05-23,nm-mngd-20210927-9044c591,Seattle,4
2427,2022-05-23,nm-mngd-20220505-23cccfed,Atlanta,1
2428,2022-05-23,nm-mngd-20220505-23cccfed,Chicago,3
2429,2022-05-23,nm-mngd-20220505-23cccfed,Seattle,1
2430,2022-05-23,nm-mngd-20220505-7db0ce31,Atlanta,1
2431,2022-05-23,nm-mngd-20220505-7db0ce31,Chicago,1
2432,2022-05-23,nm-mngd-20220505-7db0ce31,Seattle,1
2433,2022-05-23,nm-mngd-20220506-98c85a91,Atlanta,1
2434,2022-05-23,nm-mngd-20220506-98c85a91,Chicago,7
2435,2022-05-23,nm-mngd-20220506-98c85a91,Seattle,1
2436,2022-05-24,nm-mngd-20210518-f2242dfd,Atlanta,3
2437,2022-05-24,nm-mngd-20210518-f2242dfd,Chicago,6
2438,2022-05-24,nm-mngd-20210518-f2242dfd,Seattle,4
2439,2022-05-24,nm-mngd-20210924-77f105f0,Atlanta,42
2440,2022-05-24,nm-mngd-20210924-77f105f0,Chicago,42
2441,2022-05-24,nm-mngd-20210924-77f105f0,Seattle,42
2442,2022-05-24,nm-mngd-20210927-1aaa32b5,Atlanta,2
2443,2022-05-24,nm-mngd-20210927-1aaa32b5,Chicago,11
2444,2022-05-24,nm-mngd-20210927-1aaa32b5,Seattle,4
2445,2022-05-24,nm-mngd-20210927-4a1de38c,Atlanta,3
2446,2022-05-24,nm-mngd-20210927-4a1de38c,Chicago,10
2447,2022-05-24,nm-mngd-20210927-4a1de38c,Seattle,3
2448,2022-05-24,nm-mngd-20210927-9044c591,Atlanta,3
2449,2022-05-24,nm-mngd-20210927-9044c591,Chicago,9
2450,2022-05-24,nm-mngd-20210927-9044c591,Seattle,3
2451,2022-05-24,nm-mngd-20220505-23cccfed,Atlanta,1
2452,2022-05-24,nm-mngd-20220505-23cccfed,Chicago,7
2453,2022-05-24,nm-mngd-20220505-23cccfed,Seattle,1
2454,2022-05-24,nm-mngd-20220505-7db0ce31,Atlanta,1
2455,2022-05-24,nm-mngd-20220505-7db0ce31,Chicago,1
2456,2022-05-24,nm-mngd-20220505-7db0ce31,Seattle,1
2457,2022-05-24,nm-mngd-20220506-98c85a91,Atlanta,4
2458,2022-05-24,nm-mngd-20220506-98c85a91,Chicago,6
2459,2022-05-24,nm-mngd-20220506-98c85a91,Seattle,8
2460,2022-05-25,nm-mngd-20210518-f2242dfd,Atlanta,1
2461,2022-05-25,nm-mngd-20210518-f2242dfd,Chicago,11
2462,2022-05-25,nm-mngd-20210518-f2242dfd,Seattle,1
2463,2022-05-25,nm-mngd-20210924-77f105f0,Atlanta,43
2464,2022-05-25,nm-mngd-20210924-77f105f0,Chicago,43
2465,2022-05-25,nm-mngd-20210924-77f105f0,Seattle,44
2466,2022-05-25,nm-mngd-20210927-1aaa32b5,Atlanta,2
2467,2022-05-25,nm-mngd-20210927-1aaa32b5,Chicago,6
2468,2022-05-25,nm-mngd-20210927-1aaa32b5,Seattle,2
