time,speedtest_ookla_download,speedtest_ookla_upload,speedtest_ndt7_download,speedtest_ookla_latency,speedtest_ndt7_downloadretrans,speedtest_ookla_jitter,speedtest_ookla_pktloss2,iperf_udp_download,speedtest_ndt7_minrtt,google_rtt_max_ms_under_ul,google_rtt_max_ms_under_dl,google_rtt_max_ms,dns_query_avg_ms,dns_query_max_ms,install
2021-07-06 08:15:27.855791+00:00,,,,,,,,,,,,10.45,28.5,51.0,Hyde Park
2021-07-06 08:20:27.805282+00:00,,,,,,,,,,,,8.817,21.5,43.0,Hyde Park
2021-07-06 08:25:27.489129+00:00,,,,,,,,,,,,8.279,25.5,47.0,Hyde Park
2021-07-06 08:30:28.154060+00:00,,,,,,,,,,,,12.654,35.5,59.0,Hyde Park
2021-07-06 08:35:28.689071+00:00,,,,,,,,,,,,10.142,30.0,119.0,Hyde Park
2021-07-06 08:40:30.797346+00:00,,,,,,,,,,,,7.96,23.0,47.0,Hyde Park
2021-07-06 08:45:28.980376+00:00,,,,,,,,,,,,12.456,27.5,67.0,Hyde Park
2021-07-06 08:50:28.569837+00:00,,,,,,,,,,,,9.315,26.5,47.0,Hyde Park
2021-07-06 08:55:27.637676+00:00,,,,,,,,,,,,11.123,22.5,51.0,Hyde Park
2021-07-06 09:00:27.407412+00:00,,,,,,,,,,,,12.592,19.5,47.0,Hyde Park
2021-07-06 09:05:28.776042+00:00,,,,,,,,,,,,12.358,23.0,47.0,Hyde Park
2021-07-06 09:10:26.954984+00:00,,,,,,,,,,,,8.517,31.0,63.0,Hyde Park
2021-07-06 09:15:27.275364+00:00,,,,,,,,,,,,8.18,31.0,67.0,Hyde Park
2021-07-06 09:20:27.078346+00:00,,,,,,,,,,,,12.507,21.0,51.0,Hyde Park
2021-07-06 09:25:26.739692+00:00,,,,,,,,,,,,7.996,29.5,63.0,Hyde Park
2021-07-06 09:30:28.836742+00:00,,,,,,,,,,,,13.37,19.0,59.0,Hyde Park
2021-07-06 09:35:26.852670+00:00,,,,,,,,,,,,7.933,20.5,47.0,Hyde Park
2021-07-06 09:40:26.665306+00:00,,,,,,,,,,,,8.286,21.5,51.0,Hyde Park
2021-07-06 09:45:28.011567+00:00,,,,,,,,,,,,8.461,20.5,47.0,Hyde Park
2021-07-06 09:50:28.085891+00:00,,,,,,,,,,,,10.393,31.0,71.0,Hyde Park
2021-07-06 09:55:27.609875+00:00,,,,,,,,,,,,11.396,27.5,59.0,Hyde Park
2021-07-06 10:00:29.143491+00:00,,,,,,,,,,,,12.102,21.5,67.0,Hyde Park
2021-07-06 10:05:27.476460+00:00,,,,,,,,,,,,8.102,18.0,43.0,Hyde Park
2021-07-06 10:10:28.274248+00:00,,,,,,,,,,,,7.987,19.0,39.0,Hyde Park
2021-07-06 10:13:58.100339+00:00,940.980688,41.726024,816.5111744971201,7.528,0.00014177094967632184,1.285,0.0,,3.402,20.337,10.582,,,,Hyde Park
2021-07-06 10:15:30.966722+00:00,,,,,,,,,,,,12.613,25.5,55.0,Hyde Park
2021-07-06 10:20:26.790100+00:00,,,,,,,,,,,,13.329,24.5,43.0,Hyde Park
2021-07-06 10:25:27.087279+00:00,,,,,,,,,,,,10.884,29.0,51.0,Hyde Park
2021-07-06 10:30:27.079706+00:00,,,,,,,,,,,,12.516,21.0,47.0,Hyde Park
2021-07-06 10:35:27.348508+00:00,,,,,,,,,,,,13.107,20.5,55.0,Hyde Park
2021-07-06 10:40:28.991525+00:00,,,,,,,,,,,,11.852,26.0,71.0,Hyde Park
2021-07-06 10:45:28.148486+00:00,,,,,,,,,,,,12.116,23.5,51.0,Hyde Park
2021-07-06 10:50:27.414036+00:00,,,,,,,,,,,,12.951,32.5,59.0,Hyde Park
2021-07-06 10:55:27.842147+00:00,,,,,,,,,,,,7.937,17.0,47.0,Hyde Park
2021-07-06 11:00:27.719254+00:00,,,,,,,,,,,,8.088,30.5,63.0,Hyde Park
2021-07-06 11:05:32.654121+00:00,,,,,,,,,,,,8.483,26.5,51.0,Hyde Park
2021-07-06 11:10:28.751187+00:00,,,,,,,,,,,,8.629,22.5,55.0,Hyde Park
2021-07-06 11:15:28.077202+00:00,,,,,,,,,,,,8.592,24.5,47.0,Hyde Park
2021-07-06 11:20:28.161321+00:00,,,,,,,,,,,,10.243,26.0,63.0,Hyde Park
2021-07-06 11:25:28.809178+00:00,,,,,,,,,,,,10.687,145.5,1047.0,Hyde Park
2021-07-06 11:30:26.988490+00:00,,,,,,,,,,,,12.913,27.5,51.0,Hyde Park
2021-07-06 11:35:27.394213+00:00,,,,,,,,,,,,12.974,18.0,47.0,Hyde Park
2021-07-06 11:40:28.334362+00:00,,,,,,,,,,,,11.758,28.5,111.0,Hyde Park
2021-07-06 11:45:28.279071+00:00,,,,,,,,,,,,10.143,27.5,55.0,Hyde Park
2021-07-06 11:50:28.073580+00:00,,,,,,,,,,,,11.239,19.0,47.0,Hyde Park
2021-07-06 11:55:27.524800+00:00,,,,,,,,,,,,8.015,30.5,67.0,Hyde Park
2021-07-06 12:00:29.066158+00:00,,,,,,,,,,,,12.228,38.5,115.0,Hyde Park
2021-07-06 12:05:26.950103+00:00,,,,,,,,,,,,14.029,26.0,51.0,Hyde Park
2021-07-06 12:10:28.740999+00:00,,,,,,,,,,,,14.906,32.5,55.0,Hyde Park
2021-07-06 12:11:23.285733+00:00,,,,,,,,578.0,,,,,,,Hyde Park
2021-07-06 12:14:03.267314+00:00,477.843672,41.18724,821.5602815062873,8.942,0.0,2.667,0.0,,3.394,12.685,12.221,,,,Hyde Park
2021-07-06 12:15:28.932796+00:00,,,,,,,,,,,,12.499,23.0,43.0,Hyde Park
2021-07-06 12:20:27.173755+00:00,,,,,,,,,,,,11.536,31.0,123.0,Hyde Park
2021-07-06 12:25:27.668894+00:00,,,,,,,,,,,,12.636,20.5,51.0,Hyde Park
2021-07-06 12:30:28.075462+00:00,,,,,,,,,,,,9.035,20.5,47.0,Hyde Park
2021-07-06 12:35:32.756089+00:00,,,,,,,,,,,,8.455,20.5,43.0,Hyde Park
2021-07-06 12:40:27.267420+00:00,,,,,,,,,,,,12.434,32.5,83.0,Hyde Park
2021-07-06 12:45:27.525472+00:00,,,,,,,,,,,,8.123,14.5,35.0,Hyde Park
2021-07-06 12:50:28.785170+00:00,,,,,,,,,,,,11.483,22.0,51.0,Hyde Park
2021-07-06 12:55:28.016204+00:00,,,,,,,,,,,,12.334,28.0,63.0,Hyde Park
2021-07-06 13:00:27.528803+00:00,,,,,,,,,,,,12.189,20.5,51.0,Hyde Park
2021-07-06 13:05:27.531098+00:00,,,,,,,,,,,,8.575,21.5,47.0,Hyde Park
2021-07-06 13:10:27.772865+00:00,,,,,,,,,,,,12.425,23.0,43.0,Hyde Park
2021-07-06 13:15:26.080260+00:00,,,,,,,,,,,,8.392,17.5,31.0,Hyde Park
2021-07-06 13:20:27.482735+00:00,,,,,,,,,,,,8.161,29.0,51.0,Hyde Park
2021-07-06 13:25:28.809623+00:00,,,,,,,,,,,,8.491,21.5,63.0,Hyde Park
2021-07-06 13:30:27.063288+00:00,,,,,,,,,,,,10.687,29.0,47.0,Hyde Park
2021-07-06 13:35:27.361916+00:00,,,,,,,,,,,,11.795,25.5,51.0,Hyde Park
2021-07-06 13:40:27.259367+00:00,,,,,,,,,,,,7.996,32.5,55.0,Hyde Park
2021-07-06 13:45:26.778268+00:00,,,,,,,,,,,,12.409,19.5,51.0,Hyde Park
2021-07-06 13:50:26.591682+00:00,,,,,,,,,,,,7.955,31.0,79.0,Hyde Park
2021-07-06 13:55:28.320229+00:00,,,,,,,,,,,,8.116,28.5,47.0,Hyde Park
2021-07-06 14:00:27.801279+00:00,,,,,,,,,,,,12.993,21.0,59.0,Hyde Park
2021-07-06 14:05:26.999219+00:00,,,,,,,,,,,,12.633,20.0,43.0,Hyde Park
2021-07-06 14:10:27.204035+00:00,,,,,,,,,,,,12.024,29.5,51.0,Hyde Park
2021-07-06 14:14:07.108640+00:00,941.19852,41.676104,0.981322617172115,9.485,33.72630075206131,1.273,0.0,,5.338,92.23,12.561,,,,Hyde Park
2021-07-06 14:15:28.707250+00:00,,,,,,,,,,,,11.233,29.5,123.0,Hyde Park
2021-07-06 14:20:27.790417+00:00,,,,,,,,,,,,8.337,12.5,31.0,Hyde Park
2021-07-06 14:25:27.504298+00:00,,,,,,,,,,,,10.115,23.0,47.0,Hyde Park
2021-07-06 14:30:27.598992+00:00,,,,,,,,,,,,15.307,21.0,55.0,Hyde Park
2021-07-06 14:35:27.828903+00:00,,,,,,,,,,,,10.132,26.0,47.0,Hyde Park
2021-07-06 14:40:27.512739+00:00,,,,,,,,,,,,13.973,28.0,55.0,Hyde Park
2021-07-06 14:45:29.088869+00:00,,,,,,,,,,,,11.954,29.0,59.0,Hyde Park
2021-07-06 14:50:27.304266+00:00,,,,,,,,,,,,12.12,31.5,115.0,Hyde Park
2021-07-06 14:55:27.966000+00:00,,,,,,,,,,,,12.397,26.5,55.0,Hyde Park
2021-07-06 15:00:28.238906+00:00,,,,,,,,,,,,8.681,56.5,211.0,Hyde Park
2021-07-06 15:05:28.052495+00:00,,,,,,,,,,,,12.741,28.5,47.0,Hyde Park
2021-07-06 15:10:29.585674+00:00,,,,,,,,,,,,14.578,24.5,51.0,Hyde Park
2021-07-06 15:15:29.391025+00:00,,,,,,,,,,,,12.705,37.0,123.0,Hyde Park
2021-07-06 15:20:27.417723+00:00,,,,,,,,,,,,13.478,29.5,51.0,Hyde Park
2021-07-06 15:25:28.148661+00:00,,,,,,,,,,,,11.496,19.0,43.0,Hyde Park
2021-07-06 15:30:27.525257+00:00,,,,,,,,,,,,12.279,22.0,47.0,Hyde Park
2021-07-06 15:35:28.946598+00:00,,,,,,,,,,,,12.639,25.0,59.0,Hyde Park
2021-07-06 15:40:27.780128+00:00,,,,,,,,,,,,11.417,22.5,55.0,Hyde Park
2021-07-06 15:45:27.468891+00:00,,,,,,,,,,,,14.521,31.5,59.0,Hyde Park
2021-07-06 15:50:29.328309+00:00,,,,,,,,,,,,11.834,22.0,47.0,Hyde Park
2021-07-06 15:55:27.818818+00:00,,,,,,,,,,,,8.128,18.5,43.0,Hyde Park
2021-07-06 16:00:27.051088+00:00,,,,,,,,,,,,8.014,26.5,47.0,Hyde Park
2021-07-06 16:05:27.159896+00:00,,,,,,,,,,,,11.049,30.0,63.0,Hyde Park
2021-07-06 16:10:28.532056+00:00,,,,,,,,,,,,14.437,27.5,47.0,Hyde Park
2021-07-06 16:14:09.047186+00:00,925.747712,41.028216,916.6802217183975,9.254,0.0,0.222,0.0,,3.76,18.13,16.797,,,,Hyde Park
2021-07-06 16:15:27.201482+00:00,,,,,,,,,,,,12.711,19.5,43.0,Hyde Park
2021-07-06 16:20:27.874512+00:00,,,,,,,,,,,,13.286,30.5,119.0,Hyde Park
2021-07-06 16:25:27.290676+00:00,,,,,,,,,,,,12.857,31.5,47.0,Hyde Park
2021-07-06 16:30:27.048625+00:00,,,,,,,,,,,,14.687,26.5,63.0,Hyde Park
2021-07-06 16:35:27.039990+00:00,,,,,,,,,,,,12.997,19.0,55.0,Hyde Park
2021-07-06 16:40:27.562051+00:00,,,,,,,,,,,,13.548,23.5,47.0,Hyde Park
2021-07-06 16:45:27.516443+00:00,,,,,,,,,,,,12.298,25.0,51.0,Hyde Park
2021-07-06 16:50:27.748232+00:00,,,,,,,,,,,,13.588,43.0,175.0,Hyde Park
2021-07-06 16:55:28.851085+00:00,,,,,,,,,,,,10.662,28.0,51.0,Hyde Park
2021-07-06 17:00:27.208136+00:00,,,,,,,,,,,,12.691,27.5,51.0,Hyde Park
2021-07-06 17:05:27.716397+00:00,,,,,,,,,,,,12.548,30.0,119.0,Hyde Park
2021-07-06 17:10:27.938884+00:00,,,,,,,,,,,,12.595,21.5,51.0,Hyde Park
2021-07-06 17:15:27.691722+00:00,,,,,,,,,,,,15.444,24.0,63.0,Hyde Park
2021-07-06 17:20:26.813060+00:00,,,,,,,,,,,,12.06,31.0,51.0,Hyde Park
2021-07-06 17:25:29.515096+00:00,,,,,,,,,,,,9.845,28.0,63.0,Hyde Park
2021-07-06 17:30:26.935019+00:00,,,,,,,,,,,,8.071,21.5,47.0,Hyde Park
2021-07-06 17:35:27.614376+00:00,,,,,,,,,,,,13.037,33.0,55.0,Hyde Park
2021-07-06 17:40:27.355699+00:00,,,,,,,,,,,,15.174,24.5,51.0,Hyde Park
2021-07-06 17:45:28.498253+00:00,,,,,,,,,,,,18.257,19.0,35.0,Hyde Park
2021-07-06 17:50:28.157321+00:00,,,,,,,,,,,,16.505,22.0,51.0,Hyde Park
2021-07-06 17:55:27.843968+00:00,,,,,,,,,,,,12.651,29.5,63.0,Hyde Park
2021-07-06 18:00:28.521839+00:00,,,,,,,,,,,,13.983,36.0,119.0,Hyde Park
2021-07-06 18:05:29.009322+00:00,,,,,,,,,,,,13.25,14.5,35.0,Hyde Park
2021-07-06 18:10:28.726108+00:00,,,,,,,,,,,,13.15,28.0,59.0,Hyde Park
2021-07-06 18:11:23.456813+00:00,,,,,,,,584.0,,,,,,,Hyde Park
2021-07-06 18:13:59.615156+00:00,940.720664,41.215872,896.8379070581092,7.763,0.0,2.326,0.0,,3.665,21.82,16.746,,,,Hyde Park
2021-07-06 18:15:28.312202+00:00,,,,,,,,,,,,13.422,28.5,51.0,Hyde Park
2021-07-06 18:20:28.651405+00:00,,,,,,,,,,,,12.756,19.5,47.0,Hyde Park
2021-07-06 18:25:31.019493+00:00,,,,,,,,,,,,12.731,24.0,51.0,Hyde Park
2021-07-06 18:30:27.843357+00:00,,,,,,,,,,,,13.043,34.5,119.0,Hyde Park
2021-07-06 18:35:28.460731+00:00,,,,,,,,,,,,12.783,29.0,47.0,Hyde Park
2021-07-06 18:40:27.568752+00:00,,,,,,,,,,,,9.861,25.5,59.0,Hyde Park
2021-07-06 18:45:28.077885+00:00,,,,,,,,,,,,11.2,27.5,63.0,Hyde Park
2021-07-06 18:50:27.280494+00:00,,,,,,,,,,,,13.266,24.0,47.0,Hyde Park
2021-07-06 18:55:30.040906+00:00,,,,,,,,,,,,12.445,20.0,43.0,Hyde Park
2021-07-06 19:00:26.870937+00:00,,,,,,,,,,,,12.759,19.5,35.0,Hyde Park
2021-07-06 19:05:29.056514+00:00,,,,,,,,,,,,14.503,34.5,119.0,Hyde Park
2021-07-06 19:10:29.045557+00:00,,,,,,,,,,,,12.506,29.0,47.0,Hyde Park
2021-07-06 19:15:27.409354+00:00,,,,,,,,,,,,12.423,19.5,47.0,Hyde Park
2021-07-06 19:20:29.803585+00:00,,,,,,,,,,,,11.512,21.0,47.0,Hyde Park
2021-07-06 19:25:27.976633+00:00,,,,,,,,,,,,12.667,32.0,55.0,Hyde Park
2021-07-06 19:30:27.300285+00:00,,,,,,,,,,,,11.462,31.0,59.0,Hyde Park
2021-07-06 19:35:27.626634+00:00,,,,,,,,,,,,9.322,24.0,51.0,Hyde Park
2021-07-06 19:40:28.148188+00:00,,,,,,,,,,,,11.701,23.0,47.0,Hyde Park
2021-07-06 19:45:27.852320+00:00,,,,,,,,,,,,13.007,19.5,51.0,Hyde Park
2021-07-06 19:50:27.105878+00:00,,,,,,,,,,,,12.285,23.0,47.0,Hyde Park
2021-07-06 19:55:31.387129+00:00,,,,,,,,,,,,9.772,14.0,43.0,Hyde Park
2021-07-06 20:00:28.577375+00:00,,,,,,,,,,,,8.322,26.0,47.0,Hyde Park
2021-07-06 20:05:29.127394+00:00,,,,,,,,,,,,8.186,16.5,35.0,Hyde Park
2021-07-06 20:10:26.728962+00:00,,,,,,,,,,,,8.149,18.0,47.0,Hyde Park
2021-07-06 20:14:01.379473+00:00,940.412384,41.489432,921.5151511458373,7.415,0.0,1.299,0.0,,4.338,18.585,17.727,,,,Hyde Park
2021-07-06 20:15:27.037096+00:00,,,,,,,,,,,,13.16,27.5,55.0,Hyde Park
2021-07-06 20:20:28.385253+00:00,,,,,,,,,,,,8.462,26.5,55.0,Hyde Park
2021-07-06 20:25:27.677382+00:00,,,,,,,,,,,,8.221,19.5,43.0,Hyde Park
2021-07-06 20:30:28.454736+00:00,,,,,,,,,,,,8.788,17.0,43.0,Hyde Park
2021-07-06 20:35:28.088303+00:00,,,,,,,,,,,,8.302,20.5,43.0,Hyde Park
2021-07-06 20:40:27.483418+00:00,,,,,,,,,,,,7.968,31.0,59.0,Hyde Park
2021-07-06 20:45:27.995395+00:00,,,,,,,,,,,,8.24,29.0,123.0,Hyde Park
2021-07-06 20:50:27.419210+00:00,,,,,,,,,,,,8.214,29.0,51.0,Hyde Park
2021-07-06 20:55:26.804771+00:00,,,,,,,,,,,,8.017,22.5,47.0,Hyde Park
2021-07-06 21:00:27.125202+00:00,,,,,,,,,,,,12.236,30.5,67.0,Hyde Park
2021-07-06 21:05:26.690087+00:00,,,,,,,,,,,,16.82,25.0,59.0,Hyde Park
2021-07-06 21:10:27.391454+00:00,,,,,,,,,,,,8.68,22.0,47.0,Hyde Park
2021-07-06 21:15:27.498272+00:00,,,,,,,,,,,,13.18,28.0,79.0,Hyde Park
2021-07-06 21:20:28.892875+00:00,,,,,,,,,,,,12.969,30.5,67.0,Hyde Park
2021-07-06 21:25:27.335876+00:00,,,,,,,,,,,,11.293,26.0,47.0,Hyde Park
2021-07-06 21:30:27.994091+00:00,,,,,,,,,,,,10.485,71.5,435.0,Hyde Park
2021-07-06 21:35:27.475416+00:00,,,,,,,,,,,,8.497,23.0,51.0,Hyde Park
2021-07-06 21:40:28.731782+00:00,,,,,,,,,,,,10.391,21.0,51.0,Hyde Park
2021-07-06 21:45:27.606756+00:00,,,,,,,,,,,,13.174,44.5,119.0,Hyde Park
2021-07-06 21:50:27.085359+00:00,,,,,,,,,,,,9.475,30.5,59.0,Hyde Park
2021-07-06 21:55:28.554890+00:00,,,,,,,,,,,,9.539,20.0,51.0,Hyde Park
2021-07-06 22:00:28.720190+00:00,,,,,,,,,,,,9.762,23.5,51.0,Hyde Park
2021-07-06 22:05:28.103508+00:00,,,,,,,,,,,,12.674,22.5,55.0,Hyde Park
2021-07-06 22:10:27.277243+00:00,,,,,,,,,,,,8.265,34.0,71.0,Hyde Park
2021-07-06 22:13:59.285580+00:00,940.891752,41.804776,853.3857828816964,7.756,0.0,1.623,0.0,,3.474,25.673,12.502,,,,Hyde Park
2021-07-06 22:15:26.913983+00:00,,,,,,,,,,,,10.374,21.0,47.0,Hyde Park
2021-07-06 22:20:27.442174+00:00,,,,,,,,,,,,13.022,26.5,55.0,Hyde Park
2021-07-06 22:25:27.451049+00:00,,,,,,,,,,,,8.552,31.5,67.0,Hyde Park
2021-07-06 22:30:27.476274+00:00,,,,,,,,,,,,9.436,20.0,51.0,Hyde Park
2021-07-06 22:35:27.095607+00:00,,,,,,,,,,,,8.635,25.0,51.0,Hyde Park
2021-07-06 22:40:26.998254+00:00,,,,,,,,,,,,11.865,19.0,47.0,Hyde Park
2021-07-06 22:45:27.540060+00:00,,,,,,,,,,,,16.345,33.5,63.0,Hyde Park
2021-07-06 22:50:28.413464+00:00,,,,,,,,,,,,10.059,22.0,43.0,Hyde Park
2021-07-06 22:55:28.785056+00:00,,,,,,,,,,,,8.813,28.5,63.0,Hyde Park
2021-07-06 23:00:26.756681+00:00,,,,,,,,,,,,9.32,25.0,55.0,Hyde Park
2021-07-06 23:05:30.317388+00:00,,,,,,,,,,,,11.474,29.5,75.0,Hyde Park
2021-07-06 23:10:28.743960+00:00,,,,,,,,,,,,8.15,29.0,115.0,Hyde Park
2021-07-06 23:15:28.097749+00:00,,,,,,,,,,,,11.458,24.0,47.0,Hyde Park
2021-07-06 23:20:28.647020+00:00,,,,,,,,,,,,9.476,22.0,47.0,Hyde Park
2021-07-06 23:25:28.676457+00:00,,,,,,,,,,,,8.653,25.0,55.0,Hyde Park
2021-07-06 23:30:27.306308+00:00,,,,,,,,,,,,8.137,22.0,47.0,Hyde Park
2021-07-06 23:35:27.868500+00:00,,,,,,,,,,,,9.269,23.5,55.0,Hyde Park
2021-07-06 23:40:26.860033+00:00,,,,,,,,,,,,15.048,19.0,43.0,Hyde Park
2021-07-06 23:45:27.549541+00:00,,,,,,,,,,,,12.691,27.5,55.0,Hyde Park
2021-07-06 23:50:27.782438+00:00,,,,,,,,,,,,10.0,21.5,47.0,Hyde Park
2021-07-06 23:55:26.566252+00:00,,,,,,,,,,,,13.329,21.0,67.0,Hyde Park
2021-07-07 00:00:27.827809+00:00,,,,,,,,,,,,8.577,19.5,43.0,Hyde Park
2021-07-07 00:05:26.682183+00:00,,,,,,,,,,,,9.841,38.0,59.0,Hyde Park
2021-07-07 00:10:28.537652+00:00,,,,,,,,,,,,13.476,36.5,119.0,Hyde Park
2021-07-07 00:11:23.206190+00:00,,,,,,,,583.0,,,,,,,Hyde Park
2021-07-07 00:14:06.188137+00:00,332.561344,41.649464,907.1506004118618,8.809,0.0,1.347,0.0,,3.96,20.291,12.892,,,,Hyde Park
2021-07-07 00:15:27.967619+00:00,,,,,,,,,,,,12.458,45.5,119.0,Hyde Park
2021-07-07 00:20:27.742096+00:00,,,,,,,,,,,,8.063,34.0,63.0,Hyde Park
2021-07-07 00:25:28.030833+00:00,,,,,,,,,,,,12.784,32.0,79.0,Hyde Park
2021-07-07 00:30:28.255281+00:00,,,,,,,,,,,,12.042,25.0,47.0,Hyde Park
2021-07-07 00:35:27.732572+00:00,,,,,,,,,,,,8.485,19.5,51.0,Hyde Park
2021-07-07 00:40:29.873111+00:00,,,,,,,,,,,,14.997,17.5,39.0,Hyde Park
2021-07-07 00:45:27.275711+00:00,,,,,,,,,,,,8.599,26.0,47.0,Hyde Park
2021-07-07 00:50:27.702599+00:00,,,,,,,,,,,,8.274,31.5,55.0,Hyde Park
2021-07-07 00:55:28.177349+00:00,,,,,,,,,,,,11.161,26.0,51.0,Hyde Park
2021-07-07 01:00:27.127790+00:00,,,,,,,,,,,,9.875,19.0,47.0,Hyde Park
2021-07-07 01:05:28.880289+00:00,,,,,,,,,,,,14.704,22.5,67.0,Hyde Park
2021-07-07 01:10:28.116547+00:00,,,,,,,,,,,,9.997,29.0,51.0,Hyde Park
2021-07-07 01:15:30.627089+00:00,,,,,,,,,,,,8.426,33.0,119.0,Hyde Park
2021-07-07 01:20:30.655561+00:00,,,,,,,,,,,,11.694,20.5,51.0,Hyde Park
2021-07-07 01:25:28.869731+00:00,,,,,,,,,,,,12.312,26.0,55.0,Hyde Park
2021-07-07 01:30:26.896303+00:00,,,,,,,,,,,,9.413,19.5,51.0,Hyde Park
2021-07-07 01:35:27.783352+00:00,,,,,,,,,,,,11.695,25.5,51.0,Hyde Park
2021-07-07 01:40:26.977773+00:00,,,,,,,,,,,,8.808,23.0,47.0,Hyde Park
2021-07-07 01:45:30.603110+00:00,,,,,,,,,,,,10.019,18.5,47.0,Hyde Park
2021-07-07 01:50:29.166042+00:00,,,,,,,,,,,,12.617,25.5,51.0,Hyde Park
2021-07-07 01:55:28.357270+00:00,,,,,,,,,,,,11.508,31.5,51.0,Hyde Park
2021-07-07 02:00:31.876319+00:00,,,,,,,,,,,,12.795,31.0,115.0,Hyde Park
2021-07-07 02:05:28.267016+00:00,,,,,,,,,,,,15.479,38.5,119.0,Hyde Park
2021-07-07 02:10:28.121407+00:00,,,,,,,,,,,,7.937,18.5,51.0,Hyde Park
2021-07-07 02:13:58.430880+00:00,942.26852,41.72696,848.4186445079199,7.667,0.0,1.416,0.0,,3.453,21.007,12.35,,,,Hyde Park
2021-07-07 02:15:27.722841+00:00,,,,,,,,,,,,12.583,37.0,119.0,Hyde Park
2021-07-07 02:20:28.980340+00:00,,,,,,,,,,,,12.255,23.5,51.0,Hyde Park
2021-07-07 02:25:27.470837+00:00,,,,,,,,,,,,12.016,29.5,55.0,Hyde Park
2021-07-07 02:30:27.848614+00:00,,,,,,,,,,,,12.773,27.0,55.0,Hyde Park
2021-07-07 02:35:28.774833+00:00,,,,,,,,,,,,9.506,41.5,119.0,Hyde Park
2021-07-07 02:40:26.754234+00:00,,,,,,,,,,,,13.144,27.5,63.0,Hyde Park
2021-07-07 02:45:27.693910+00:00,,,,,,,,,,,,12.998,26.0,55.0,Hyde Park
2021-07-07 02:50:28.319518+00:00,,,,,,,,,,,,11.3,22.0,47.0,Hyde Park
2021-07-07 02:55:28.109749+00:00,,,,,,,,,,,,8.077,19.5,55.0,Hyde Park
2021-07-07 03:00:27.474405+00:00,,,,,,,,,,,,12.192,27.0,119.0,Hyde Park
2021-07-07 03:05:29.697364+00:00,,,,,,,,,,,,12.51,17.0,47.0,Hyde Park
2021-07-07 03:10:28.764966+00:00,,,,,,,,,,,,13.727,23.0,47.0,Hyde Park
2021-07-07 03:15:29.469624+00:00,,,,,,,,,,,,8.489,31.0,67.0,Hyde Park
2021-07-07 03:20:28.734987+00:00,,,,,,,,,,,,12.594,21.5,47.0,Hyde Park
2021-07-07 03:25:26.460626+00:00,,,,,,,,,,,,10.813,27.0,47.0,Hyde Park
2021-07-07 03:30:27.143728+00:00,,,,,,,,,,,,9.662,40.5,119.0,Hyde Park
2021-07-07 03:35:27.644073+00:00,,,,,,,,,,,,8.641,27.0,67.0,Hyde Park
2021-07-07 03:40:27.901330+00:00,,,,,,,,,,,,14.729,31.5,59.0,Hyde Park
2021-07-07 03:45:27.735736+00:00,,,,,,,,,,,,8.528,31.0,63.0,Hyde Park
2021-07-07 03:50:28.960728+00:00,,,,,,,,,,,,8.632,25.0,55.0,Hyde Park
2021-07-07 03:55:29.254996+00:00,,,,,,,,,,,,8.766,34.0,119.0,Hyde Park
2021-07-07 04:00:28.190289+00:00,,,,,,,,,,,,8.158,36.0,119.0,Hyde Park
2021-07-07 04:05:29.511299+00:00,,,,,,,,,,,,9.774,28.0,119.0,Hyde Park
2021-07-07 04:10:26.938264+00:00,,,,,,,,,,,,8.217,28.0,51.0,Hyde Park
2021-07-07 04:20:28.593659+00:00,,,,,,,,,,,,9.005,23.5,51.0,Hyde Park
2021-07-07 04:30:27.136565+00:00,,,,,,,,,,,,8.369,25.5,51.0,Hyde Park
2021-07-07 04:35:26.877021+00:00,,,,,,,,,,,,10.997,25.5,55.0,Hyde Park
2021-07-07 04:40:27.130710+00:00,,,,,,,,,,,,12.956,28.0,63.0,Hyde Park
2021-07-07 04:45:28.201263+00:00,,,,,,,,,,,,11.972,20.5,43.0,Hyde Park
2021-07-07 04:50:27.247901+00:00,,,,,,,,,,,,12.329,23.0,63.0,Hyde Park
2021-07-07 04:55:26.307080+00:00,,,,,,,,,,,,12.791,35.0,111.0,Hyde Park
2021-07-07 05:00:27.315444+00:00,,,,,,,,,,,,12.268,43.5,115.0,Hyde Park
2021-07-07 05:05:28.612650+00:00,,,,,,,,,,,,12.378,42.0,87.0,Hyde Park
2021-07-07 05:10:28.993237+00:00,,,,,,,,,,,,10.783,31.0,55.0,Hyde Park
2021-07-07 05:15:29.219122+00:00,,,,,,,,,,,,12.433,25.0,59.0,Hyde Park
2021-07-07 05:20:26.899034+00:00,,,,,,,,,,,,10.997,18.0,43.0,Hyde Park
2021-07-07 05:25:27.684997+00:00,,,,,,,,,,,,12.396,32.0,119.0,Hyde Park
2021-07-07 05:30:28.336977+00:00,,,,,,,,,,,,7.945,20.5,43.0,Hyde Park
2021-07-07 05:35:29.986770+00:00,,,,,,,,,,,,12.397,19.5,43.0,Hyde Park
2021-07-07 05:40:38.496676+00:00,,,,,,,,,,,,11.264,22.0,47.0,Hyde Park
2021-07-07 05:45:29.103504+00:00,,,,,,,,,,,,12.796,25.0,55.0,Hyde Park
2021-07-07 05:50:27.623252+00:00,,,,,,,,,,,,8.202,29.5,115.0,Hyde Park
2021-07-07 05:55:28.508803+00:00,,,,,,,,,,,,11.238,21.0,47.0,Hyde Park
